denominazione,tipologia,ente,tip_amministrativa,indirizzo,frazione,cap,telefono,fax,email,sito_web,Latitudine,Longitudine
Biblioteca del Club alpino italiano - CAI,Specializzata,Club alpino italiano - CAI,"Accademie, associazioni, fondazioni, istituti (pubblici)",Via Monteverde 44,,15011.0,,,,,44.6731213,8.4695578
Biblioteca del Conservatorio statale di musica Antonio Vivaldi,Specializzata,"Ministero dell'istruzione, dell'università e della ricerca. Conservatorio statale di musica Antonio Vivaldi di Alessandria",Presidenza del consiglio dei ministri e ministeri,Via Parma 1,,15100.0,+39 0131231253,+39 0131236971,,,44.912547,8.6173034
Biblioteca dell'Istituto per la storia della Resistenza e della societa' contemporanea in provincia di Alessandria - ISRAL,Specializzata,Istituto per la storia della Resistenza e della societa' contemporanea in provincia di Alessandria,"Consorzio e/o associazioni di regioni, provincie, comuni e comunita' montane",Via dei Guasco 49,,15100.0,+39 0131443861,,biblioteca@isral.it,,44.9165177,8.6168208
Biblioteca dell'Istituto sperimentale per la pioppicultura,Specializzata,Societa' agricola forestale - SAF. Istituto sperimentale per la pioppicultura,"Accademie, associazioni, fondazioni, istituti, societa' (privati)",Strada per Frassineto Po 32,,15033.0,+39 0142454654,+39 014255580,,http://www.populus.it,45.1358,8.484635
Biblioteca dell'Archivio vescovile,Specializzata,Curia vescovile di Acqui Terme,Enti ecclesiastici,Piazza Duomo 4,,15011.0,+39 0144322078,,,,44.6742314,8.4706708
Biblioteca e archivio storico della Cassa di risparmio di Alessandria,Specializzata,Cassa di risparmio di Alessandria,"Accademie, associazioni, fondazioni, istituti, societa' (privati)",Via Dante 2,,15100.0,+39 0131203111,+39 0131235883,,,44.9137084,8.6170965
Biblioteca e centro di documentazione del Gruppo volontariato assistenza handicappati,Specializzata,Gruppo volontariato assistenza handicappati - GVA,"Accademie, associazioni, fondazioni, istituti, societa' (privati)",Piazza S. Francesco 1,,15011.0,+39 0144356346,,,,44.6766694,8.4704869
Biblioteca del Seminario teologico Don Orione,Specializzata,Piccola Opera della Divina Provvidenza. Istituto teologico Don Orione di Tortona,Enti ecclesiastici,Via Sparpaglione 15,,15057.0,+39 0131812687,+39 0131822167,,,44.8876702,8.8585292
Bibliotaca diocesana,Importante non specializzata,Ente Fondazione Biblioteca del Seminario,Enti ecclesiastici,"via Liutprando, 1",,15033.0,+39 0142.451999,,archivio@diocesidicasale.191.it,,45.137211,8.4534659
Biblioteca del Convento dei Padri Cappuccini,Specializzata,Frati Minori Cappuccini. Convento di Alessandria,Enti ecclesiastici,Via San Francesco d'Assisi 13,,15100.0,+39 0131265590,,,,44.9110231,8.6106281
Biblioteca del Parco naturale e area attrezzata del Sacro Monte di Crea,Specializzata,Parco naturale e area attrezzata del Sacro Monte di Crea,Regione,,Cascina Valperone,15020.0,+39 0142940467,+39 0142940163,,,45.0854671,8.2632261
Biblioteca del Gruppo archeologico del Basso Piemonte,Specializzata,Gruppo archeologico del Basso Piemonte,"Accademie, associazioni, fondazioni, istituti (pubblici)",Via Mazzini 46,,15100.0,+39 0131234131,+39 0131234131,,,44.9151217,8.6177034
Biblioteca civica,Pubblica,Comune di Alluvioni Cambio',Comune,Via Roma 47,,15040.0,+39 0131848121,,,,44.99874,8.783085
Biblioteca dell'Accademia urbense di Ovada - Archivio Alto Monferrato,Specializzata,Accademia urbense di Ovada,"Accademie, associazioni, fondazioni, istituti, societa' (privati)",Piazza Cereseto 7,,15076.0,,+39 0143321980,,,44.639405,8.6457583
Biblioteca del Dipartimento di Scienze e Innovazione tecnologica dell' Università degli Studi del Piemonte orientale A. Avogadro,Istituto di insegnamento superiore,"Ministero dell'istruzione, dell'università e della ricerca. Dipartimento di Scienze e Innovazione tecnologica dell' Università degli Studi del Piemonte orientale A. Avogadro",Universita' statali,"Viale Teresa Michel, 11",,15121.0,,+39 0131360366,biblio_disit@uniupo.it,http://biblioteca.mfn.unipmn.it/index.php,44.9227495,8.6167519
Biblioteca dell'Azienda teatrale alessandrina,Specializzata,Azienda teatrale alessandrina - ATA,"Accademie, associazioni, fondazioni, istituti, societa' (privati)",Via Savona 3,,15100.0,+39 0131234266,+39 0131253200,,,44.9082186,8.6116229
Biblioteca dell'ex Ospedale psichiatrico San Giacomo,Specializzata,USSL 70 Alessandria,Aziende ed enti del servizio sanitario nazionale,Spalto Marengo 35,,15100.0,+39 0131206983,,,,44.917808,8.620565
Biblioteca dell'Ospedale civile Santi Antonio e Biagio,Specializzata,USSL 70 Alessandria,Aziende ed enti del servizio sanitario nazionale,Via Venezia 18,,15100.0,+39 0131206499,+39 0131206836,,,44.9153962,8.6204103
Biblioteca civica,Pubblica,Comune di Camagna,Comune,Via G. Matteotti 22,,15030.0,+39 0142225121,,,,45.0179904,8.430448
Biblioteca civica,Pubblica,Comune di Sardigliano,Comune,Piazza R. Caretta 7,,15060.0,+39 014349000,,,,44.75243,8.895883
Biblioteca del Convento dei Padri Cappuccini,Specializzata,Frati Minori Cappuccini. Convento di Tortona,Enti ecclesiastici,Viale San Francesco 1,,15057.0,+39 0131861166,,,,44.8970651,8.8712313
Biblioteca medico scientifica,Specializzata,Azienda ospedaliera nazionale SS. Antonio e Biagio e Cesare Arrigo,Aziende ed enti del servizio sanitario nazionale,"Via XXX Aprile, 30",,15100.0,+39 0131206499,+39 0131206836,biblioteca@ospedale.al.it,http://www.ospedale.al.it/Biblioteca.aspx,44.910762,8.71055
Biblioteca civica,Pubblica,Comune di Balzola,Comune,Via Roma 75,,15031.0,+39 0142804131,,,,45.1828535,8.402165
Biblioteca civica,Pubblica,Comune di Terruggia,Comune,Via Prato 12,,15030.0,+39 0142401400,,,,45.0837805,8.4403936
Biblioteca dell'Istituto diocesano di musica sacra,NON SPECIFICATA,0,NON SPECIFICATA,Via del Seminario 3/a,,15057.0,,,,,44.8976286,8.8664597
Biblioteca della Scuola media statale Leardi,NON SPECIFICATA,0,NON SPECIFICATA,Via Gonzaga 52,,15033.0,+39 0142452313,,,,45.1380155,8.458045
Biblioteca civica G. Borghello,Pubblica,Comune di Albera Ligure,Comune,Via Roma 1,,15060.0,+39 014390051,,,,44.7024643,9.06574
Biblioteca del tiro a segno nazionale,Specializzata,0,NON SPECIFICATA,"Via Giordano Bruno, 53",,15100.0,+39 0131222653,,,,44.9177013,8.6001837
Biblioteca civica Luigi Rava,Pubblica,Comune di Carentino,Comune,Piazza A. Reggio 1,,15022.0,+39 0131777104,,,,44.8288439,8.4707318
Biblioteca civica,Pubblica,Comune di Masio,Comune,Piazza Baiveri 3,,15024.0,+39 0131799131,,,,44.86938,8.405975
Biblioteca civica,NON SPECIFICATA,Comune di Odalengo Piccolo,Comune,,,15020.0,+39 0141919126,,,,45.0720229,8.2072184
Biblioteca civica,Pubblica,Comune di Silvano d'Orba,Comune,Piazzale De Gasperi 4,,15060.0,+39 0143841491,,,,44.6822931,8.6712035
Biblioteca civica,Specializzata,Comune di Visone,"Accademie, associazioni, fondazioni, istituti, societa' (privati)",Via M. Pittavino 5,,15010.0,+39 0144395297,+39 0144395800,,,44.6623561,8.5031063
Biblioteca popolare Serafino Bruna,Pubblica,Associazione Biblioteca popolare Serafino Bruna di Cascinagrossa,"Accademie, associazioni, fondazioni, istituti, societa' (privati)",Via Gramsci 31,Cascinagrossa,15040.0,,,,,44.9115529,8.6097951
Biblioteca dell'Istituto statale d'arte B. Cellini,Scolastica,"Ministero dell'istruzione, dell'università e della ricerca",Presidenza del consiglio dei ministri e ministeri,Strada Pontecuore 6,,15048.0,+39 0131941764,+39 0131942877,,,45.0048304,8.6609083
Biblioteca della Provincia di Alessandria,Specializzata,Provincia di Alessandria,Provincia,Via dei Guasco 49,,15100.0,+39 0131304014,+39 0131304028,progetticultura@provincia.alessandria.it,http://www.alessandria.alpcom.it/isral,44.9165177,8.6168208
Biblioteca civica,NON SPECIFICATA,Comune di Gamalero,NON SPECIFICATA,Piazza A. Moro 3,,15010.0,,,,,44.8090186,8.542582
Biblioteca civica,NON SPECIFICATA,Comune di Melazzo,NON SPECIFICATA,,Arzello,15010.0,,,,,44.6450185,8.4261111
Biblioteca civica Eugenio Arecco,Pubblica,Comune di Pasturana,Comune,Via Roma 1,,15060.0,+39 014358171,+39 014358520,,http://www.comune.pasturana.al.it/index.php?id_testi=41,44.750197,8.74841500000002
Biblioteca comunale Camillo Cappellaro,Pubblica,Comune di Rosignano Monferrato,Comune,Via Marconi 2,,15030.0,+39 0142489009,,,http://www.comune.rosignanomonferrato.al.it/ComSchedaTem.asp?Id=31599,45.0811435,8.3998028
Biblioteca comunale Nelson Mandela,Pubblica,Comune di Tagliolo Monferrato,Comune,Via Roma 12,,15070.0,,,,,44.639065,8.6686669
Biblioteca dello Studio-Museo Pellizza,Specializzata,Comune di Volpedo,Comune,Via Rosano 3,,15059.0,+39 013180141,+39 0131806577,,,44.8997097,8.9784726
Biblioteca del Liceo classico Giuseppe Saracco,Scolastica,"Ministero dell'istruzione, dell'università e della ricerca",Presidenza del consiglio dei ministri e ministeri,Corso Bagni 1,,15011.0,+39 0144322254,,,,44.6693249,8.468739
Biblioteca del Liceo scientifico E. Amaldi,Scolastica,"Ministero dell'istruzione, dell'università e della ricerca",Presidenza del consiglio dei ministri e ministeri,Via Mameli 9,,15067.0,,,,,44.763767,8.781416
Biblioteca civica Enrico Brizzolesi,NON SPECIFICATA,Comune di Capriata d'Orba,NON SPECIFICATA,Via Brizzolesi,,15060.0,+39 0143460700,,,,44.728179,8.6913747
Biblioteca della Scuola media statale Dante Alighieri,Scolastica,"Ministero dell'istruzione, dell'università e della ricerca",Presidenza del consiglio dei ministri e ministeri,Via Verdi 6,,15033.0,+39 014271029,,info@leggoinrete.com,,45.1238302,8.4548503
Biblioteca dell'Istituto tecnico commerciale statale Francesco Torre,NON SPECIFICATA,"Ministero dell'istruzione, dell'università e della ricerca",NON SPECIFICATA,Corso Roma 4,,15011.0,+39 014457287,+39 014457287,,,44.6769277,8.46910500000001
Biblioteca dell'Istituto tecnico industriale statale Francesco Torre,Scolastica,"Ministero dell'istruzione, dell'università e della ricerca",Presidenza del consiglio dei ministri e ministeri,Corso C. Marx 1,,15011.0,+39 0144311708,+39 0144311708,segreteria@scuoletorre.it,http://www.scuoletorre.it/,44.67698,8.46044000000006
Biblioteca - Centro Comunale di Cultura,Pubblica,Comune di Valenza,Comune,Piazza XXXI Martiri,,15048.0,+39 0131949286,+39 0131946082,,http://www.comune.valenza.al.it/italian/biblioteca_civica.php?iExpand1=4,45.014731,8.6457613
Biblioteca civica,NON SPECIFICATA,Comune di Francavilla Bisio,NON SPECIFICATA,Via Guasco,,15060.0,+39 014350122,+39 0143350900,,,44.7324772,8.734222
Biblioteca civica,NON SPECIFICATA,Comune di San Cristoforo,NON SPECIFICATA,Via I. Ferrari 16/c,,15060.0,+39 0143682120,+39 0143682260,,,44.6924478,8.7497358
Biblioteca della Scuola media statale Gerolamo Boccardo,NON SPECIFICATA,"Ministero dell'istruzione, dell'università e della ricerca",NON SPECIFICATA,Via F. Scrivia 24,,15060.0,+39 014376047,+39 0140325126,segreteria@mediaboccardo.it,,44.7893595,8.7883961
Biblioteca del Liceo Giuseppe Peano,Scolastica,"Ministero dell'istruzione, dell'università e della ricerca",Presidenza del consiglio dei ministri e ministeri,Via Vittorio Veneto 3/a,,15057.0,+39 0131862259,+39 0131861991,,http://www.liceopeano.it/,44.8798857,8.85735620000003
Biblioteca civica,Pubblica,Comune di Mombello Monferrato,Comune,Piazza Municipio 2,,15020.0,+39 0142944115,,,,45.133042,8.25095199999998
Biblioteca comunale Gabriele Serrafero,Pubblica,Comune di Camino,Comune,Via Roma 37,,15020.0,+39 0142469131,+39 0142469132,amministrativo@comune.camino.al.it,http://www.comune.camino.al.it/biblioteca.html,45.1622654,8.2872415
Biblioteca della Fondazione CR Tortona,Specializzata,Fondazione Cassa di Risparmio di Tortona,"Accademie, associazioni, fondazioni, istituti, societa' (privati)",Corso Leoniero 6,,15057.0,+39 0131822965,,a.vecchi@fondazionecrtortona.it,,44.897415,8.8648547
Biblioteca civica,Pubblica,Comune di Lerma,Comune,Piazza Genova 2,,15070.0,,,,,44.6355557,8.7137433
Biblioteca civica dei Ragazzi,NON SPECIFICATA,0,NON SPECIFICATA,Piazza Castello,,15033.0,+39 0142444308,+39 0142452055,bibliote@comune.casale-monferrato.al.it,,45.1366382,8.4477793
Biblioteca del Centro documentazione Sacri Monti,NON SPECIFICATA,0,NON SPECIFICATA,"Cascina Valperone, 1",,15020.0,+39 0141927120,,parco.smcrea@reteunitaria.piemonte.it,,45.0926609,8.2686
Biblioteca civica,NON SPECIFICATA,0,NON SPECIFICATA,"Via M. Talice, 13",,15010.0,+39 014474120,+39 0144745968,,,44.7340459,8.4694622
Biblioteca del Club Alpino italiano - CAI Sezione Davide Guerci,NON SPECIFICATA,0,NON SPECIFICATA,Via Giardini Aldo Moro,,15048.0,+39 0131949286,+39 0131946082,,,45.0192766,8.6414489
Biblioteca civica G. Borsalino,Pubblica,Comune di Pecetto di Valenza,Comune,Via Borsalino 4,,15040.0,+39 0131940121,+39 0131940707,,,44.9894001,8.6698754
Biblioteca Civica,NON SPECIFICATA,0,NON SPECIFICATA,Via Volpedo 1,,12052.0,,,,,44.9044661,8.9478225
Biblioteca civica,NON SPECIFICATA,0,NON SPECIFICATA,Via Mazza,,15038.0,+39 0142921129,+39 0142921120,,,45.054414,8.340655
Biblioteca civica,NON SPECIFICATA,0,NON SPECIFICATA,Via Santa Caterina,,15060.0,+39 0143950405,,,,44.7192983,9.0445281
Biblioteca civica,NON SPECIFICATA,0,NON SPECIFICATA,"Via Garibaldi, 2",,15060.0,+39 0141995504,,,,44.6201488,8.8426783
"Biblioteca N. Bobbio del Dipartimento di giurisprudenza e scienze politiche, economiche e sociali dell'Università degli studi del Piemonte Orientale Amedeo Avogadro - DIGSPES - Sede di Alessandria",Specializzata,Università degli studi del Piemonte Orientale Amedeo Avogadro,Universita' statali,Via Cavour 84,,15121.0,+39 0131283914,+39 0131283911,marco.lombardo@unipmn.it,http://www.digspes.unipmn.it/biblioteca/,44.9092471,8.6156487
Biblioteca Civica,Pubblica,Comune di Ponti,Comune,Piazza XX Settembre 1,,15010.0,+39 0144596142,+39 0144596273,,,44.6273913,8.3656391
Biblioteca della CISL AL-AT Michele Crosio,Specializzata,CISL AL-AT,"Accademie, associazioni, fondazioni, istituti, societa' (privati)","Via Tripoli, 14",,15121.0,+39 0131204765,,bibliocisl.alat@gmail.com,,44.9124573,8.61931140000002
Biblioteca comunale,Pubblica,Comune di Coniolo,Comune,Via Dalmazio Birago 13,,15030.0,+39 0142408423,+39 0142408383,biblioteca@comune.coniolo.al.it,,45.147028,8.37212699999998
Biblioteca del nuovo circolo ILVA,Pubblica,Nuovo circolo ILVA S.C.R.L.,"Accademie, associazioni, fondazioni, istituti, societa' (privati)",Corso Piave 2,,15067.0,+39  0143/76348,,info@circoloilvanovi.it,,44.7591047,8.79095159999997
Biblioteca comunale Luciano Benincasa,Importante non specializzata,Comune di Ancona,Comune,Via Bernabei 32,,60121.0,+39 0712225021,+39 0712225020,benincasa@comune.ancona.it,http://www.cultura.marche.it/musamarche/arim/5.html,43.6199061,13.5120532
Biblioteca dell'Istituto regionale per la storia del movimento di liberazione nelle Marche,Specializzata,Istituto regionale per la storia del movimento di liberazione nelle Marche,"Accademie, associazioni, fondazioni, istituti (pubblici)",Via Villafranca 1,,60122.0,+39 071202271,+39 071202271,biblioteca@storiamarche900.it,http://www.storiamarche900.it,43.6171803,13.5125173
"Biblioteca dell'Accademia marchigiana di scienze, lettere, arti",Importante non specializzata,"Accademia marchigiana di scienze, lettere, arti","Accademie, associazioni, fondazioni, istituti (pubblici)",Piazza B. Stracca 1,,60121.0,+39 071200051,,,,43.6223287,13.5113045
Biblioteca dell'Archivio di Stato di Ancona,Specializzata,Ministero dei beni e delle attività culturali e del turismo. Archivio di Stato  di Ancona,Direzione generale per gli archivi,Via Maggini 80,,60127.0,+39 071894812,,,,43.5977214,13.5035288
Biblioteca centrale dei frati cappuccini delle Marche,Specializzata,Frati minori cappuccini. Curia provincializia di Ancona,Enti ecclesiastici,Via Cappuccini 1,,60128.0,+39 07182902,,,,43.5982693,13.5100059
Biblioteca della Provincia delle Marche dei frati minori conventuali,Specializzata,Frati minori conventuali. Curia provincializia di Ancona,Enti ecclesiastici,Via Scalone S. Francesco 8,,60100.0,+39 071201759,,,,43.621968,13.51231
Biblioteca diocesana Ancona,Importante non specializzata,Diocesi di Ancona-Osimo,Enti ecclesiastici,"Via Birarelli ,18",,60121.0,+39 071.204308,+39 071.2085822,biblioteca@diocesi.ancona.it,,43.6229162,13.5123164
Biblioteca della Soprintendenza per i beni architettonici e paesaggistici delle Marche,Specializzata,Ministero dei beni e delle attività culturali e del turismo. Soprintendenza per i beni architettonici e per il paesaggio delle Marche,Direzione generale per i beni archeologici,Piazza del Senato 15,,60100.0,+39 0712283252,+39 071206623,sbap-mar@beniculturali.it,http://www.sbap-marche.beniculturali.it/index.php?it/96/biblioteca,43.6236363,13.510964
Biblioteca della Soprintendenza per i beni archeologici delle Marche,Specializzata,Ministero dei beni e delle attività culturali e del turismo. Soprintendenza per i beni archeologici delle Marche,Direzione generale per i beni archeologici,Via Birarelli 18,,60121.0,+39 07150298223,+39 071202134,sba-mar.biblioteca@beniculturali.it,http://www.archeomarche.beniculturali.it/index.php?it/109/biblioteca,43.6229162,13.5123164
Biblioteca della Deputazione di storia patria per le Marche Amedeo Crivellucci,Specializzata,Deputazione di storia patria per le Marche,"Accademie, associazioni, fondazioni, istituti (pubblici)",Piazza B. Stracca 1,,60121.0,+39 071203511,,,,43.6223287,13.5113045
Biblioteca Augusto Tamburini,Specializzata,USL 12 Ancona,Aziende ed enti del servizio sanitario nazionale,Via C. Colombo 106,,60100.0,+39 0715962842,+39 0715962806,,,43.5995556,13.5047804
Biblioteca dell'Istituto marchigiano Jacques Maritain,Specializzata,Istituto marchigiano Jacques Maritain,"Accademie, associazioni, fondazioni, istituti (pubblici)","Via Birarelli, 18",Torrette,60020.0,+39 0712070220,,,,43.6229162,13.5123164
Biblioteca comunale,Pubblica,Comune di Arcevia,Comune,Corso Mazzini,,60011.0,+39 0731984561,+39 07319899226,biblioteca@arceviaweb.it,,43.4996654,12.9398079
Biblioteca comunale,Pubblica,Comune di Camerano,Comune,Piazza S. Apollinaire,,60021.0,+39 0717303031,+39 0717303041,biblioteca@comune.camerano.it,http://www.comune.camerano.an.it,43.530565,13.5533
Biblioteca comunale T. Lippera,Pubblica,Comune di Cerreto d'Esi,Comune,"Via Tribbio, 15",,60043.0,+39 0732678904,,biblio.cerreto@cmesinofrasassi.it,,43.3215951158556,12.9842305183411
Biblioteca comunale,Importante non specializzata,Comune di Chiaravalle,Comune,Piazza Mazzini 7,,60033.0,+39 071948710,+39 071742373,,,43.6016172,13.3253772
Biblioteca del Convento dei cappuccini,Specializzata,Frati minori cappuccini Convento di Corinaldo,Enti ecclesiastici,Via Cappuccini 18,,60013.0,+39 07167084,,,,43.6591033,13.0441861
Biblioteca comunale,Pubblica,Comune di Corinaldo,Comune,Vicolo S. Agostino 1,,60013.0,+39 0717978455,+39 0717978042,bibliotecacomunale@comunecorinaldo.it,http://www.corinaldo.it/default.asp?page=biblioteca,43.6492215,13.0476744
Biblioteca comunale,Pubblica,Comune di Cupramontana,Comune,Via Nazario Sauro 1,,60034.0,+39 0731786855,+39 0731786860,biblioteca@comune.cupramontana.an.it,http://www.comune.cupramontana.an.it/Engine/RAServePG.php/P/262910070100/M/250110070101,43.4454511,13.1154109
Biblioteca comunale,Importante non specializzata,Comune di Fabriano,Comune,Via C. Battisti 31,,60044.0,+39 0732709203,+39 0732709320,,,43.3365438,12.9063803
Biblioteca del Capitolo della cattedrale di S. Venanzo,Specializzata,Capitolo della cattedrale di Fabriano,Enti ecclesiastici,Via Balbo 15,,60044.0,+39 073221823,,,,43.3346232,12.9040903
Biblioteca diocesana,Importante non specializzata,Diocesi di Fabriano-Matelica,Enti ecclesiastici,"P.zza Papa Giovanni Paolo II, 11",,60044.0,+39 0732.251792,+39 0732.251792,a.biblioteca2011@libero.it,http://www.fabriano-matelica.it,43.3295802,12.9163419
